website,loc,lastmod,cured_name,type
www.oliviertravers.com,https://www.oliviertravers.com/chile-wiki-and-voip-nuttiness/,2007 09 24,chile wiki and voip nuttiness,blog
www.oliviertravers.com,https://www.oliviertravers.com/stemming-gone-wrong/,2007 09 23,stemming gone wrong,blog
www.oliviertravers.com,https://www.oliviertravers.com/we-made-it-to-chile-a-small-tale-of-three-continents/,2007 09 15,we made it to chile a small tale of three continents,blog
www.oliviertravers.com,https://www.oliviertravers.com/is-that-what-they-say/,2007 08 07,is that what they say,blog
www.oliviertravers.com,https://www.oliviertravers.com/nietzsche-for-dummies/,2007 08 05,nietzsche for dummies,blog
www.oliviertravers.com,https://www.oliviertravers.com/better-ways-to-spend-marketing-bucks-than-second-life/,2007 08 04,better ways to spend marketing bucks than second life,blog
www.oliviertravers.com,https://www.oliviertravers.com/recreational-drugs-for-family-coalition/,2007 08 03,recreational drugs for family coalition,blog
www.oliviertravers.com,https://www.oliviertravers.com/geek-toys-on-my-radar/,2007 07 22,geek toys on my radar,blog
www.oliviertravers.com,https://www.oliviertravers.com/i-am-murloc/,2007 07 17,i am murloc,blog
www.oliviertravers.com,https://www.oliviertravers.com/isheep-fanbois-should-get-a-life/,2007 07 08,isheep fanbois should get a life,blog
www.oliviertravers.com,https://www.oliviertravers.com/open-source-is-well-source-code/,2007 06 28,open source is well source code,blog
www.oliviertravers.com,https://www.oliviertravers.com/icky-thump-thumps-aint-icky/,2007 06 16,icky thump thumps aint icky,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-goes-offline/,2007 05 31,google goes offline,blog
www.oliviertravers.com,https://www.oliviertravers.com/introducing-marketingcharts-com/,2007 05 14,introducing marketingcharts com,blog
www.oliviertravers.com,https://www.oliviertravers.com/oliviers-old-school-rant-about-intuit-and-stuff/,2007 02 01,oliviers old school rant about intuit and stuff,blog
www.oliviertravers.com,https://www.oliviertravers.com/if-you-thought-yahoo-sem-was-bad-try-msn-adcenter-for-a-laugh/,2006 05 06,if you thought yahoo sem was bad try msn adcenter for a laugh,blog
www.oliviertravers.com,https://www.oliviertravers.com/if-you-thought-adwords-was-just-ok-try-yahoo-for-a-ride/,2006 05 03,if you thought adwords was just ok try yahoo for a ride,blog
www.oliviertravers.com,https://www.oliviertravers.com/amazon-s3-simple-storage-service/,2006 03 15,amazon s3 simple storage service,blog
www.oliviertravers.com,https://www.oliviertravers.com/whats-going-on-with-adwords-and-adsense/,2006 03 15,whats going on with adwords and adsense,blog
www.oliviertravers.com,https://www.oliviertravers.com/zeldman-web-3-0/,2006 02 23,zeldman web 3 0,blog
www.oliviertravers.com,https://www.oliviertravers.com/introducing-taxprinter-com/,2006 02 06,introducing taxprinter com,blog
www.oliviertravers.com,https://www.oliviertravers.com/managed-dns-provider/,2006 01 25,managed dns provider,blog
www.oliviertravers.com,https://www.oliviertravers.com/getting-it-right/,2005 12 12,getting it right,blog
www.oliviertravers.com,https://www.oliviertravers.com/swivel-too-little-too-late-or-just-small-enough/,2005 12 08,swivel too little too late or just small enough,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-base-v-microformats/,2005 11 23,google base v microformats,blog
www.oliviertravers.com,https://www.oliviertravers.com/web-2-0-and-the-drive-by-upgrade/,2005 11 18,web 2 0 and the drive by upgrade,blog
www.oliviertravers.com,https://www.oliviertravers.com/amazon-historical-pricing-service-released/,2005 11 03,amazon historical pricing service released,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-office-live/,2005 11 02,microsoft office live,blog
www.oliviertravers.com,https://www.oliviertravers.com/five-years/,2005 10 12,five years,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-broadband-enabler-and-microsoft-isv/,2005 09 20,google broadband enabler and microsoft isv,blog
www.oliviertravers.com,https://www.oliviertravers.com/movie-tags-at-imdb/,2005 09 09,movie tags at imdb,blog
www.oliviertravers.com,https://www.oliviertravers.com/structured-data-blogging/,2005 09 09,structured data blogging,blog
www.oliviertravers.com,https://www.oliviertravers.com/yahoo-shopping-web-services/,2005 08 22,yahoo shopping web services,blog
www.oliviertravers.com,https://www.oliviertravers.com/is-a-broken-contact-form-acceptable/,2005 07 25,is a broken contact form acceptable,blog
www.oliviertravers.com,https://www.oliviertravers.com/whos-going-to-take-online-real-estate-to-the-next-level/,2005 07 19,whos going to take online real estate to the next level,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-invests-in-power-line-internet-access/,2005 07 08,google invests in power line internet access,blog
www.oliviertravers.com,https://www.oliviertravers.com/welcome-to-media-buyer-planner/,2005 07 01,welcome to media buyer planner,blog
www.oliviertravers.com,https://www.oliviertravers.com/good-post-on-product-management/,2005 06 21,good post on product management,blog
www.oliviertravers.com,https://www.oliviertravers.com/mundo-de-warcraft-and-frontline-thoughts-about-the-eu/,2005 06 08,mundo de warcraft and frontline thoughts about the eu,blog
www.oliviertravers.com,https://www.oliviertravers.com/whats-the-worst-web-application-youve-ever-seen/,2005 06 03,whats the worst web application youve ever seen,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-comes-after-a-101-goog-stock-split/,2005 06 02,what comes after a 101 goog stock split,blog
www.oliviertravers.com,https://www.oliviertravers.com/most-satisfying-jazz-listen-in-weeks/,2005 05 31,most satisfying jazz listen in weeks,blog
www.oliviertravers.com,https://www.oliviertravers.com/an-easier-way-to-upload-photos-to-typepad/,2005 05 03,an easier way to upload photos to typepad,blog
www.oliviertravers.com,https://www.oliviertravers.com/creative-destruction-or-just-plain-havock/,2005 04 24,creative destruction or just plain havock,blog
www.oliviertravers.com,https://www.oliviertravers.com/between-fluid-and-fixed-elastic-design/,2005 04 19,between fluid and fixed elastic design,blog
www.oliviertravers.com,https://www.oliviertravers.com/web-2-0-with-just-a-bit-of-wow-perspective/,2005 04 14,web 2 0 with just a bit of wow perspective,blog
www.oliviertravers.com,https://www.oliviertravers.com/ebay-evangelist-converts-to-yahoo/,2005 04 14,ebay evangelist converts to yahoo,blog
www.oliviertravers.com,https://www.oliviertravers.com/why-isnt-the-obvious-making-it-faster-into-development-platforms/,2005 04 04,why isnt the obvious making it faster into development platforms,blog
www.oliviertravers.com,https://www.oliviertravers.com/ajaxing-the-rails/,2005 03 24,ajaxing the rails,blog
www.oliviertravers.com,https://www.oliviertravers.com/mr-moore-in-the-datacenter/,2005 03 17,mr moore in the datacenter,blog
www.oliviertravers.com,https://www.oliviertravers.com/is-xbox2-going-to-make-a-killing/,2005 03 15,is xbox2 going to make a killing,blog
www.oliviertravers.com,https://www.oliviertravers.com/the-war-is-over-ws-vs-poxhttp/,2005 03 15,the war is over ws vs poxhttp,blog
www.oliviertravers.com,https://www.oliviertravers.com/my-google-news/,2005 03 10,my google news,blog
www.oliviertravers.com,https://www.oliviertravers.com/introducing-defense-industry-daily/,2005 03 04,introducing defense industry daily,blog
www.oliviertravers.com,https://www.oliviertravers.com/yahoo-finally-starts-search-web-services/,2005 03 01,yahoo finally starts search web services,blog
www.oliviertravers.com,https://www.oliviertravers.com/ajax-a-new-approach-to-web-applications/,2005 02 23,ajax a new approach to web applications,blog
www.oliviertravers.com,https://www.oliviertravers.com/ebay-boosts-developer-program/,2005 02 18,ebay boosts developer program,blog
www.oliviertravers.com,https://www.oliviertravers.com/43things-to-introduce-web-services/,2005 02 17,43things to introduce web services,blog
www.oliviertravers.com,https://www.oliviertravers.com/is-google-vulnerable-in-the-search-platform-war/,2005 02 08,is google vulnerable in the search platform war,blog
www.oliviertravers.com,https://www.oliviertravers.com/sports-illustrated-from-swimsuits-to-maps-the-making-of-the-si-sports-atlas/,2005 02 08,sports illustrated from swimsuits to maps the making of the si sports atlas,blog
www.oliviertravers.com,https://www.oliviertravers.com/open-companies-more-important-than-open-source/,2005 02 04,open companies more important than open source,blog
www.oliviertravers.com,https://www.oliviertravers.com/random-music-recommendations/,2005 01 29,random music recommendations,blog
www.oliviertravers.com,https://www.oliviertravers.com/googles-adwords-api/,2005 01 28,googles adwords api,blog
www.oliviertravers.com,https://www.oliviertravers.com/spam-spam-spam-everywhere-and-not-a-chunk-to-eat/,2005 01 25,spam spam spam everywhere and not a chunk to eat,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-breed-of-developers-to-build-rias/,2005 01 23,what breed of developers to build rias,blog
www.oliviertravers.com,https://www.oliviertravers.com/state-of-the-software-development-management-tool-market/,2005 01 23,state of the software development management tool market,blog
www.oliviertravers.com,https://www.oliviertravers.com/shaping-a-standout-shopping-aid/,2005 01 20,shaping a standout shopping aid,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-amazons-most-wished-for-items-could-tell-us/,2005 01 12,what amazons most wished for items could tell us,blog
www.oliviertravers.com,https://www.oliviertravers.com/social-software-finding-beauty-in-walled-gardens/,2005 01 01,social software finding beauty in walled gardens,blog
www.oliviertravers.com,https://www.oliviertravers.com/some-flickr-stats/,2004 12 30,some flickr stats,blog
www.oliviertravers.com,https://www.oliviertravers.com/creating-an-office-2003-research-service-using-the-amazon-web-service-api/,2004 12 30,creating an office 2003 research service using the amazon web service api,blog
www.oliviertravers.com,https://www.oliviertravers.com/inside-livejournals-backend/,2004 12 29,inside livejournals backend,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-xmlhttprequest/,2004 12 15,what is xmlhttprequest,blog
www.oliviertravers.com,https://www.oliviertravers.com/proof-that-microsoft-lost-it/,2004 12 11,proof that microsoft lost it,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-blog-posting-apis-are-supported-by-msn-spaces/,2004 12 06,what blog posting apis are supported by msn spaces,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-phanfare/,2004 12 05,what is phanfare,blog
www.oliviertravers.com,https://www.oliviertravers.com/the-top-20-it-mistakes-to-avoid/,2004 11 22,the top 20 it mistakes to avoid,blog
www.oliviertravers.com,https://www.oliviertravers.com/some-web-api-providers-progressing-towards-revenue-generation/,2004 11 11,some web api providers progressing towards revenue generation,blog
www.oliviertravers.com,https://www.oliviertravers.com/leading-insight-if-delivered-six-years-ago-that-is/,2004 11 07,leading insight if delivered six years ago that is,blog
www.oliviertravers.com,https://www.oliviertravers.com/visualizing-5-years-of-plasticbag/,2004 11 01,visualizing 5 years of plasticbag,blog
www.oliviertravers.com,https://www.oliviertravers.com/products-first-then-channels-one-can-dream/,2004 10 29,products first then channels one can dream,blog
www.oliviertravers.com,https://www.oliviertravers.com/testing-big-software-projects-not-for-wimps/,2004 10 29,testing big software projects not for wimps,blog
www.oliviertravers.com,https://www.oliviertravers.com/relaunching-the-biznettravel-blog/,2004 10 28,relaunching the biznettravel blog,blog
www.oliviertravers.com,https://www.oliviertravers.com/that-online-stuff-would-be-great-if-it-actually-worked/,2004 10 28,that online stuff would be great if it actually worked,blog
www.oliviertravers.com,https://www.oliviertravers.com/macromedia-flashpaper-lighter-alternative-to-acrobat/,2004 10 26,macromedia flashpaper lighter alternative to acrobat,blog
www.oliviertravers.com,https://www.oliviertravers.com/plazes-releases-api/,2004 10 26,plazes releases api,blog
www.oliviertravers.com,https://www.oliviertravers.com/content-networks-deliver-on-demand-apps/,2004 10 21,content networks deliver on demand apps,blog
www.oliviertravers.com,https://www.oliviertravers.com/some-hip-hop-is-still-hip-knowing-you-dont-know-much/,2004 10 15,some hip hop is still hip knowing you dont know much,blog
www.oliviertravers.com,https://www.oliviertravers.com/coming-soon-laszlo-without-presentation-server/,2004 10 10,coming soon laszlo without presentation server,blog
www.oliviertravers.com,https://www.oliviertravers.com/integration-news-from-the-rss-front/,2004 09 29,integration news from the rss front,blog
www.oliviertravers.com,https://www.oliviertravers.com/my-yahoo-comes-full-circle/,2004 09 28,my yahoo comes full circle,blog
www.oliviertravers.com,https://www.oliviertravers.com/quick-web-dev-link-dump-drifting-into-media-center-plans/,2004 09 23,quick web dev link dump drifting into media center plans,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-you-little-tease-a9-no-you-little-tease/,2004 09 19,google you little tease a9 no you little tease,blog
www.oliviertravers.com,https://www.oliviertravers.com/plaxo-enabling-the-rest-of-the-world-a-case-of-inflated-self-perception/,2004 09 15,plaxo enabling the rest of the world a case of inflated self perception,blog
www.oliviertravers.com,https://www.oliviertravers.com/now-i-understand-the-buzz-i-hear-about-jetblue/,2004 09 13,now i understand the buzz i hear about jetblue,blog
www.oliviertravers.com,https://www.oliviertravers.com/distributed-data-key-to-wall-street-disaster-plans/,2004 09 10,distributed data key to wall street disaster plans,blog
www.oliviertravers.com,https://www.oliviertravers.com/paypal-previews-new-home-page/,2004 09 10,paypal previews new home page,blog
www.oliviertravers.com,https://www.oliviertravers.com/towards-seamless-distributed-discussions/,2004 09 06,towards seamless distributed discussions,blog
www.oliviertravers.com,https://www.oliviertravers.com/ebay-sold-on-grid/,2004 09 04,ebay sold on grid,blog
www.oliviertravers.com,https://www.oliviertravers.com/the-dangers-of-redesigning-a-web-application/,2004 09 02,the dangers of redesigning a web application,blog
www.oliviertravers.com,https://www.oliviertravers.com/aws-zone-or-grassroots-dev-community-at-its-best/,2004 09 01,aws zone or grassroots dev community at its best,blog
www.oliviertravers.com,https://www.oliviertravers.com/collaborative-culture-challenge/,2004 09 01,collaborative culture challenge,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-tableau-visual-spreadsheet/,2004 08 31,what is tableau visual spreadsheet,blog
www.oliviertravers.com,https://www.oliviertravers.com/technorati-socialtext-raise-financing/,2004 08 23,technorati socialtext raise financing,blog
www.oliviertravers.com,https://www.oliviertravers.com/distributed-classification-through-self-interest/,2004 08 23,distributed classification through self interest,blog
www.oliviertravers.com,https://www.oliviertravers.com/erik-benson-brad-choate-on-the-move/,2004 08 20,erik benson brad choate on the move,blog
www.oliviertravers.com,https://www.oliviertravers.com/anyone-uses-lingo/,2004 08 19,anyone uses lingo,blog
www.oliviertravers.com,https://www.oliviertravers.com/web-accessibility-toolbar/,2004 08 17,web accessibility toolbar,blog
www.oliviertravers.com,https://www.oliviertravers.com/italian-renaissance-jazz/,2004 08 14,italian renaissance jazz,blog
www.oliviertravers.com,https://www.oliviertravers.com/aggregation-versus-hosting/,2004 08 12,aggregation versus hosting,blog
www.oliviertravers.com,https://www.oliviertravers.com/amazon-ebay-prepare-updates-to-their-apis/,2004 08 12,amazon ebay prepare updates to their apis,blog
www.oliviertravers.com,https://www.oliviertravers.com/the-more-it-scales-the-more-it-needs-to/,2004 08 06,the more it scales the more it needs to,blog
www.oliviertravers.com,https://www.oliviertravers.com/interview-myhosting-com-ceo-tony-yustein/,2004 08 04,interview myhosting com ceo tony yustein,blog
www.oliviertravers.com,https://www.oliviertravers.com/is-it-just-me-or-is-vonage-down/,2004 08 02,is it just me or is vonage down,blog
www.oliviertravers.com,https://www.oliviertravers.com/beas-bosworth-decamps-to-google/,2004 07 24,beas bosworth decamps to google,blog
www.oliviertravers.com,https://www.oliviertravers.com/a-critical-mass-of-advertisers-makes-contextual-ads-more-relevant/,2004 07 21,a critical mass of advertisers makes contextual ads more relevant,blog
www.oliviertravers.com,https://www.oliviertravers.com/blogger-introduces-wysiwyg-editing/,2004 07 16,blogger introduces wysiwyg editing,blog
www.oliviertravers.com,https://www.oliviertravers.com/allmusics-redesign-should-be-public-soon-with-lots-of-goodies-for-music-lovers/,2004 07 12,allmusics redesign should be public soon with lots of goodies for music lovers,blog
www.oliviertravers.com,https://www.oliviertravers.com/a-triumph-of-images/,2004 07 10,a triumph of images,blog
www.oliviertravers.com,https://www.oliviertravers.com/gmail-agent-api-v0-5/,2004 07 07,gmail agent api v0 5,blog
www.oliviertravers.com,https://www.oliviertravers.com/technorati-tracks-3-million-blogs/,2004 07 07,technorati tracks 3 million blogs,blog
www.oliviertravers.com,https://www.oliviertravers.com/rich-clients-network-wealth/,2004 07 03,rich clients network wealth,blog
www.oliviertravers.com,https://www.oliviertravers.com/interview-with-ross-blanchard-gracenote/,2004 06 23,interview with ross blanchard gracenote,blog
www.oliviertravers.com,https://www.oliviertravers.com/taking-your-research-service-for-microsoft-office-offline/,2004 06 18,taking your research service for microsoft office offline,blog
www.oliviertravers.com,https://www.oliviertravers.com/music-to-take-you-elsewhere-elsewhen/,2004 06 17,music to take you elsewhere elsewhen,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-lost-the-api-war-not-so-fast/,2004 06 17,microsoft lost the api war not so fast,blog
www.oliviertravers.com,https://www.oliviertravers.com/finally-a-camphone-usage-scenario-that-makes-sense/,2004 06 14,finally a camphone usage scenario that makes sense,blog
www.oliviertravers.com,https://www.oliviertravers.com/reuters-sold-to-media-cartel/,2004 06 08,reuters sold to media cartel,blog
www.oliviertravers.com,https://www.oliviertravers.com/futures-market-for-meme-emergence/,2004 06 08,futures market for meme emergence,blog
www.oliviertravers.com,https://www.oliviertravers.com/20-questions-with-gary-flake-head-of-yahoo-research-labs/,2004 06 03,20 questions with gary flake head of yahoo research labs,blog
www.oliviertravers.com,https://www.oliviertravers.com/webjay-api-v0-0/,2004 06 03,webjay api v0 0,blog
www.oliviertravers.com,https://www.oliviertravers.com/is-fragmentation-going-to-kill-syndication/,2004 05 25,is fragmentation going to kill syndication,blog
www.oliviertravers.com,https://www.oliviertravers.com/how-to-share-a-taxonomy-with-other-photoshop-album-users/,2004 05 24,how to share a taxonomy with other photoshop album users,blog
www.oliviertravers.com,https://www.oliviertravers.com/involving-customers-in-your-product-design-what-a-difference-a-decade-makes/,2004 05 19,involving customers in your product design what a difference a decade makes,blog
www.oliviertravers.com,https://www.oliviertravers.com/freakingly-detailed-survey-of-a-single-nyc-block/,2004 05 19,freakingly detailed survey of a single nyc block,blog
www.oliviertravers.com,https://www.oliviertravers.com/movable-type-meet-the-enterprise/,2004 05 19,movable type meet the enterprise,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-turns-usenet-into-my-groups/,2004 05 14,google turns usenet into my groups,blog
www.oliviertravers.com,https://www.oliviertravers.com/office-clippy-what-were-they-thinking/,2004 05 06,office clippy what were they thinking,blog
www.oliviertravers.com,https://www.oliviertravers.com/orkut-an-asp-net-application-using-squid/,2004 05 05,orkut an asp net application using squid,blog
www.oliviertravers.com,https://www.oliviertravers.com/web-services-create-consistency/,2004 05 05,web services create consistency,blog
www.oliviertravers.com,https://www.oliviertravers.com/the-anatomy-of-a-new-feature/,2004 05 04,the anatomy of a new feature,blog
www.oliviertravers.com,https://www.oliviertravers.com/laszlo-gizmos/,2004 05 04,laszlo gizmos,blog
www.oliviertravers.com,https://www.oliviertravers.com/when-hi-tech-meets-high-fantasy/,2004 05 04,when hi tech meets high fantasy,blog
www.oliviertravers.com,https://www.oliviertravers.com/database-driven-web-sites-what-to-do-at-the-database-level/,2004 05 04,database driven web sites what to do at the database level,blog
www.oliviertravers.com,https://www.oliviertravers.com/paypal-announces-paypal-web-services-the-whole-space-needs-to-mature/,2004 05 03,paypal announces paypal web services the whole space needs to mature,blog
www.oliviertravers.com,https://www.oliviertravers.com/those-who-dont-respect-their-enemies-arent-better-than-their-opponents/,2004 05 01,those who dont respect their enemies arent better than their opponents,blog
www.oliviertravers.com,https://www.oliviertravers.com/mt3-perspective/,2004 04 30,mt3 perspective,blog
www.oliviertravers.com,https://www.oliviertravers.com/world-economic-forum-weblog/,2004 04 28,world economic forum weblog,blog
www.oliviertravers.com,https://www.oliviertravers.com/father-of-the-ipod/,2004 04 27,father of the ipod,blog
www.oliviertravers.com,https://www.oliviertravers.com/internet-apps-come-in-many-flavors/,2004 04 27,internet apps come in many flavors,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-gps-for-europe/,2004 04 25,what gps for europe,blog
www.oliviertravers.com,https://www.oliviertravers.com/start-thinking-beyond-the-browser-distributed-light-hangover/,2004 04 25,start thinking beyond the browser distributed light hangover,blog
www.oliviertravers.com,https://www.oliviertravers.com/percussions-as-a-melodic-instrument/,2004 04 24,percussions as a melodic instrument,blog
www.oliviertravers.com,https://www.oliviertravers.com/record-sales-up-shows-soundscan-riaa-playing-with-stats/,2004 04 24,record sales up shows soundscan riaa playing with stats,blog
www.oliviertravers.com,https://www.oliviertravers.com/excel-freak-you-are-not-alone/,2004 04 23,excel freak you are not alone,blog
www.oliviertravers.com,https://www.oliviertravers.com/rick-blogs-about-business-blogging/,2004 04 19,rick blogs about business blogging,blog
www.oliviertravers.com,https://www.oliviertravers.com/selling-online-by-teaching/,2004 04 16,selling online by teaching,blog
www.oliviertravers.com,https://www.oliviertravers.com/obligatory-comments-about-a9/,2004 04 15,obligatory comments about a9,blog
www.oliviertravers.com,https://www.oliviertravers.com/design-a-blogging-feature-for-onenote/,2004 04 14,design a blogging feature for onenote,blog
www.oliviertravers.com,https://www.oliviertravers.com/access-yahoo-groups-through-gmail-and-get-rid-of-obnoxious-ads/,2004 04 13,access yahoo groups through gmail and get rid of obnoxious ads,blog
www.oliviertravers.com,https://www.oliviertravers.com/quotetracker-keeps-improving/,2004 04 13,quotetracker keeps improving,blog
www.oliviertravers.com,https://www.oliviertravers.com/mp3-djing-control-surfaces/,2004 04 09,mp3 djing control surfaces,blog
www.oliviertravers.com,https://www.oliviertravers.com/downloading-music-gets-more-expensive/,2004 04 09,downloading music gets more expensive,blog
www.oliviertravers.com,https://www.oliviertravers.com/bribing-yourself/,2004 04 08,bribing yourself,blog
www.oliviertravers.com,https://www.oliviertravers.com/mapping-country-references-in-the-news/,2004 04 07,mapping country references in the news,blog
www.oliviertravers.com,https://www.oliviertravers.com/another-media-social-network/,2004 04 05,another media social network,blog
www.oliviertravers.com,https://www.oliviertravers.com/putting-40000-readers-one-by-one-on-a-cover/,2004 04 05,putting 40000 readers one by one on a cover,blog
www.oliviertravers.com,https://www.oliviertravers.com/sovereign-ratings-under-threat/,2004 04 02,sovereign ratings under threat,blog
www.oliviertravers.com,https://www.oliviertravers.com/gmail-is-a-highly-offensive-move/,2004 04 02,gmail is a highly offensive move,blog
www.oliviertravers.com,https://www.oliviertravers.com/kinja-wants-to-be-blogging-training-wheels/,2004 04 01,kinja wants to be blogging training wheels,blog
www.oliviertravers.com,https://www.oliviertravers.com/a-selection-of-recently-awarded-search-related-patents/,2004 03 31,a selection of recently awarded search related patents,blog
www.oliviertravers.com,https://www.oliviertravers.com/google-news-turned-into-map/,2004 03 31,google news turned into map,blog
www.oliviertravers.com,https://www.oliviertravers.com/how-can-you-have-so-much-soul-at-sixteen/,2004 03 27,how can you have so much soul at sixteen,blog
www.oliviertravers.com,https://www.oliviertravers.com/home-page-deconstruction/,2004 03 27,home page deconstruction,blog
www.oliviertravers.com,https://www.oliviertravers.com/mapquest-system-architecture/,2004 03 26,mapquest system architecture,blog
www.oliviertravers.com,https://www.oliviertravers.com/yahoo-to-acquire-kelkoo-dot-com-stupidity-or-simple-consolidation/,2004 03 26,yahoo to acquire kelkoo dot com stupidity or simple consolidation,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-reveals-business-solutions-road-map/,2004 03 23,microsoft reveals business solutions road map,blog
www.oliviertravers.com,https://www.oliviertravers.com/calculating-your-tab-the-rdif-way/,2004 03 23,calculating your tab the rdif way,blog
www.oliviertravers.com,https://www.oliviertravers.com/aol-introduces-indentity-theft-alerts/,2004 03 23,aol introduces indentity theft alerts,blog
www.oliviertravers.com,https://www.oliviertravers.com/lazyweb-request-unit-convertor-for-web-pages/,2004 03 22,lazyweb request unit convertor for web pages,blog
www.oliviertravers.com,https://www.oliviertravers.com/sports-illustrateds-digital-workflow/,2004 03 19,sports illustrateds digital workflow,blog
www.oliviertravers.com,https://www.oliviertravers.com/adobe-beta-tests-designer-xml-form-tool/,2004 03 17,adobe beta tests designer xml form tool,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-watch-gives-you-your-calendar-some-of-the-time/,2004 03 15,microsoft watch gives you your calendar some of the time,blog
www.oliviertravers.com,https://www.oliviertravers.com/are-sector-specific-xml-standards-making-any-progress/,2004 03 15,are sector specific xml standards making any progress,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-onfolio/,2004 03 15,what is onfolio,blog
www.oliviertravers.com,https://www.oliviertravers.com/blood-on-whose-hands/,2004 03 15,blood on whose hands,blog
www.oliviertravers.com,https://www.oliviertravers.com/murder-by-numbers/,2004 03 12,murder by numbers,blog
www.oliviertravers.com,https://www.oliviertravers.com/old-news-adobe-does-sound-editing/,2004 03 11,old news adobe does sound editing,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-latent-semantic-indexing/,2004 03 11,what is latent semantic indexing,blog
www.oliviertravers.com,https://www.oliviertravers.com/undo-ideas/,2004 03 11,undo ideas,blog
www.oliviertravers.com,https://www.oliviertravers.com/yahoo-maps-launches-smartview/,2004 03 09,yahoo maps launches smartview,blog
www.oliviertravers.com,https://www.oliviertravers.com/action-in-the-code-generation-world/,2004 03 08,action in the code generation world,blog
www.oliviertravers.com,https://www.oliviertravers.com/sql-server-web-data-administrator/,2004 03 08,sql server web data administrator,blog
www.oliviertravers.com,https://www.oliviertravers.com/laszlo-coming-to-the-clr/,2004 03 05,laszlo coming to the clr,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-toucan-navigate/,2004 03 03,what is toucan navigate,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-artrage/,2004 03 03,what is artrage,blog
www.oliviertravers.com,https://www.oliviertravers.com/ebay-to-gohook-go-away-ebay-bars-site-from-hosting-completed-auctions/,2004 03 03,ebay to gohook go away ebay bars site from hosting completed auctions,blog
www.oliviertravers.com,https://www.oliviertravers.com/ezgov-uses-custom-app-to-map-wireframes-to-screenflows/,2004 03 02,ezgov uses custom app to map wireframes to screenflows,blog
www.oliviertravers.com,https://www.oliviertravers.com/common-css-pitfalls-and-the-need-for-helping-tools/,2004 03 02,common css pitfalls and the need for helping tools,blog
www.oliviertravers.com,https://www.oliviertravers.com/paypal-sdk-for-microsoft-asp-net-developers/,2004 03 02,paypal sdk for microsoft asp net developers,blog
www.oliviertravers.com,https://www.oliviertravers.com/new-semi-useful-gizmos/,2004 03 01,new semi useful gizmos,blog
www.oliviertravers.com,https://www.oliviertravers.com/vivisimo-does-ebay/,2004 03 01,vivisimo does ebay,blog
www.oliviertravers.com,https://www.oliviertravers.com/freetextbox-2-0-just-released/,2004 03 01,freetextbox 2 0 just released,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-sparks-web-services-for-ebay/,2004 03 01,microsoft sparks web services for ebay,blog
www.oliviertravers.com,https://www.oliviertravers.com/drm-for-non-evil-goals/,2004 03 01,drm for non evil goals,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-intellibank/,2004 03 01,what is intellibank,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-net-report-card/,2004 03 01,microsoft net report card,blog
www.oliviertravers.com,https://www.oliviertravers.com/lets-start-memes-best-of-blog-blog-spring-cleaning/,2004 03 01,lets start memes best of blog blog spring cleaning,blog
www.oliviertravers.com,https://www.oliviertravers.com/looking-for-a-new-windows-server-host-do-yourself-a-favor-avoid-interland/,2004 02 26,looking for a new windows server host do yourself a favor avoid interland,blog
www.oliviertravers.com,https://www.oliviertravers.com/microsoft-commercial-search-chief-departs/,2004 02 26,microsoft commercial search chief departs,blog
www.oliviertravers.com,https://www.oliviertravers.com/ready-for-a-feed-massage/,2004 02 26,ready for a feed massage,blog
www.oliviertravers.com,https://www.oliviertravers.com/what-is-the-talkr-net-proposal/,2004 02 24,what is the talkr net proposal,blog
www.oliviertravers.com,https://www.oliviertravers.com/will-search-engines-learn-from-our-fumbling/,2004 02 23,will search engines learn from our fumbling,blog
www.oliviertravers.com,https://www.oliviertravers.com/big-databases-are-big-challenges/,2004 02 23,big databases are big challenges,blog
www.oliviertravers.com,https://www.oliviertravers.com/for-banks-is-the-internet-still-a-differentiator/,2004 02 20,for banks is the internet still a differentiator,blog
